@relation 'B_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-C-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute -0.97X+0.244Y numeric
@attribute -0.97Y-0.244X numeric
@attribute class {0,1}

@data
0.982723,0.754772,0
0.614915,0.155929,0
0.964279,0.447353,0
0.932244,0.72284,0
0.9255,0.747312,0
0.648918,0.074533,0
0.39451,0.557359,0
0.87674,0.747875,0
0.45599,0.218034,0
0.570571,0.084414,0
0.286984,0.590318,0
0.417068,0.486327,0
0.332334,0.369795,0
0.45121,0.206132,0
0.756265,0.092002,0
0.919732,0.846191,0
0.985239,0.80068,0
0.868938,0.602667,0
0.892249,0.698807,0
0.674662,0.170294,0
0.992797,0.661299,0
0.828911,0.443064,0
0.950063,0.769115,0
0.935793,0.356571,0
0.76282,0.234216,0
0.375808,0.608002,0
0.439233,0.424454,0
0.845764,0.174693,0
0.91717,0.918487,0
0.501285,0.045173,0
0.565981,0.137828,0
0.934562,0.809013,0
0.366306,0.37142,0
0.844075,0.51449,0
0.526697,0.257663,0
0.760321,0.329872,0
0.872733,0.566439,0
0.27764,0.535042,0
0.946768,0.665261,0
0.87786,0.899991,0
0.867685,0.197989,0
0.915302,0.367296,0
0.562074,0.238554,0
0.719355,0.134249,0
0.645531,0.249096,0
0.714265,0.260728,0
0.952824,0.77422,0
0.687983,0.014777,0
0.643298,0.036976,0
0.611949,0.241301,0
0.865164,0.461109,0
0.821065,0.359244,0
0.788353,0.068002,0
0.494432,0.271208,0
0.305734,0.476733,0
0.584656,0.171308,0
0.863536,0.533449,0
0.392636,0.555338,0
0.800297,0.348614,0
0.930374,0.854762,0
0.796053,0.387187,0
0.323455,0.416364,0
0.792572,0.233818,0
0.795397,0.157649,0
0.939108,0.579062,0
0.476957,0.216998,0
0.70919,0.090014,0
0.72608,0.055451,0
0.270104,0.556417,0
0.777406,0.336483,0
0.911057,0.783972,0
0.956543,0.773813,0
0.367377,0.406554,0
0.761227,0.184706,0
0.506484,0.248246,0
0.899718,0.894238,0
1,0.819045,0
0.967765,0.638728,0
0.814305,0.267771,0
0.606059,0.014697,0
0.753604,0.269768,0
0.304319,0.406639,0
0.854843,0.475541,0
0.395742,0.369394,0
0.550405,0.170959,0
0.312288,0.368199,0
0.948738,0.931245,0
0.697679,0.184082,0
0.60455,0.222808,0
0.88494,0.495223,0
0.901217,0.692915,0
0.392879,0.259701,0
0.883163,0.635253,0
0.875202,0.580204,0
0.597638,0.150692,0
0.659052,0.23613,0
0.437785,0.263839,0
0.993229,0.888935,0
0.555823,0.23405,0
0.812979,0.268511,0
0.870291,0.541939,0
0.908736,0.730901,0
0.353085,0.596749,0
0.349481,0.599088,0
0.884218,0.212262,0
0.643767,0.22697,0
0.778073,0.110183,0
0.906601,0.887511,0
0.896611,0.535071,0
0.538448,0.052695,0
0.492314,0.105478,0
0.619891,0.228602,0
0.517991,0.050307,0
0.947687,0.634175,0
0.375604,0.570216,0
0.398877,0.321999,0
0.366442,0.549214,0
0.758283,0.152562,0
0.703578,0.040223,0
0.603597,0.006856,0
0.917969,0.843444,0
0.319479,0.370355,0
0.395375,0.422725,0
0.540951,0.020705,0
0.657318,0,0
0.78886,0.254242,0
0.420512,0.203195,0
0.877157,0.198876,0
0.950336,0.934016,0
0.893121,0.910384,0
0.478997,0.340625,0
0.567425,0.068366,0
0.529023,0.227035,0
0.837001,0.398483,0
0.470305,0.366301,0
0.584641,0.172795,0
0.392559,0.175186,0
0.649122,0.233378,0
0.912668,0.425459,0
0.729803,0.053106,0
0.700128,0.116973,0
0.507389,0.092013,0
0.267599,0.582054,0
0.795914,0.095731,0
0.484652,0.291583,0
0.574572,0.166927,0
0.323146,0.323051,0
0.881182,0.665338,0
0.629673,0.138856,0
0.794673,0.165214,0
0.769595,0.149798,0
0.360811,0.383578,0
0.92087,0.778144,0
0.877866,0.283535,0
0.63256,0.146595,0
0.37843,0.213445,0
0.391687,0.208008,0
0.580614,0.098662,0
0.707613,0.020233,0
0.721517,0.264229,0
0.975252,0.885946,0
0.332068,0.431439,0
0.560517,0.066685,0
0.927541,0.666373,0
0.80089,0.32039,0
0.922267,0.862735,0
0.457937,0.149561,0
0.563968,0.190773,0
0.900815,0.531048,0
0.501989,0.28792,0
0.958365,0.605123,0
0.474029,0.163122,0
0.414277,0.225258,0
0.924405,0.819171,0
0.904931,0.566049,0
0.840024,0.169817,0
0.349231,0.438549,0
0.700805,0.178929,0
0.361037,0.262355,0
0.772889,0.318305,0
0.875501,0.518851,0
0.321898,0.367188,0
0.774168,0.093403,0
0.950722,0.585849,0
0.814462,0.33917,0
0.442861,0.237272,0
0.617793,0.136602,0
0.736091,0.131256,0
0.81559,0.333757,0
0.911249,0.424681,0
0.920857,0.444351,0
0.843103,0.334447,0
0.687807,0.091231,0
0.975849,0.84327,0
0.54811,0.157371,0
0.853819,0.237969,0
0.394068,0.278294,0
0.841495,0.309328,0
0.48854,0.127352,0
0.896838,0.296341,0
0.546951,0.219679,0
0.720017,0.18548,0
0.540265,0.11338,0
0.967092,0.779331,0
0.379608,0.439471,0
0.464898,0.119887,0
0.978595,0.648537,0
0.506009,0.106632,0
0.504111,0.153155,0
0.468028,0.102555,0
0.828484,0.180268,0
0.849619,0.431215,0
0.399781,0.376456,0
0.428749,0.153748,0
0.705145,0.164049,0
0.835504,0.317231,0
0.674167,0.15156,0
0.91558,0.339953,0
0.551491,0.009263,0
0.812354,0.375412,0
0.820567,0.188573,0
0.303022,0.536497,0
0.525844,0.173774,0
0.287606,0.568528,0
0.917852,0.536609,0
0.553871,0.233855,0
0.640795,0.154263,0
0.886649,0.36696,0
0.877919,0.905,0
0.931138,0.464568,0
0.823754,0.276161,0
0.884515,0.383273,0
0.742837,0.086972,0
0.754705,0.192993,0
0.622943,0.219915,0
0.731515,0.192688,0
0.540352,0.213771,0
0.723898,0.182871,0
0.496117,0.239425,0
0.510167,0.250248,0
0.384118,0.413103,0
0.869711,0.509137,0
0.910615,0.923877,0
0.37364,0.278134,0
0.817071,0.398352,0
0.626133,0.104778,0
0.438181,0.30493,0
0.893902,0.914673,0
0.575445,0.089695,0
0.380304,0.395671,0
0.301089,0.511502,0
0.786853,0.225168,0
0.933594,0.887723,0
0.289994,0.590541,0
0.762492,0.194942,0
0.382219,0.499168,0
0.488924,0.203226,0
0.356909,0.386014,0
0.612461,0.205653,0
0.980489,0.963375,0
0.782764,0.225081,0
0.404526,0.26372,0
0.386981,0.556881,0
0.716697,0.092238,0
0.812337,0.303287,0
0.836631,0.37077,0
0.372125,0.32298,0
0.903408,0.747227,0
0.939633,0.761931,0
0.622563,0.199692,0
0.55897,0.00245,0
0.483896,0.312278,0
0.370061,0.34702,0
0.557305,0.195603,0
0.852855,0.517528,0
0.887283,0.24193,0
0.903547,0.604919,0
0.734015,0.300373,0
0.8852,0.541662,0
0.691303,0.041562,0
0.625098,0.172549,0
0.937696,0.367422,0
0.955389,0.518786,0
0.789121,0.154414,0
0.805993,0.264569,0
0.597653,0.12013,0
0.927323,0.924013,0
0.853055,0.412692,0
0.504633,0.254748,0
0.640097,0.009002,0
0.83888,0.15563,0
0.896778,0.821873,0
0.890904,0.502793,0
0.668524,0.230016,0
0.922056,0.874065,0
0.42846,0.301273,0
0.69017,0.247502,0
0.875651,0.887137,0
0.534524,0.076352,0
0.903696,0.772352,0
0.777112,0.268261,0
0.933714,0.329688,0
0.740813,0.249084,0
0.65953,0.107889,0
0.974775,0.803237,0
0.653839,0.245679,0
0.862234,0.381924,0
0.874088,0.67117,0
0.671204,0.107933,0
0.864998,0.390232,0
0.977561,0.797802,0
0.660028,0.008484,0
0.445219,0.111627,0
0.892464,0.837003,0
0.914293,0.575628,0
0.359229,0.449424,0
0.907453,0.816469,0
0.765625,0.282146,0
0.416415,0.47303,0
0.763035,0.283881,0
0.907883,0.444915,0
0.418362,0.279341,0
0.346694,0.370859,0
0.880989,0.606247,0
0.713007,0.219655,0
0.884584,0.878769,0
0.524206,0.02568,0
0.463694,0.13841,0
0.677927,0.122511,0
0.928951,0.728472,0
0.421253,0.374022,0
0.693558,0.189023,0
0.675677,0.095028,0
0.634189,0.041083,0
0.91972,0.450821,0
0.444938,0.333482,0
0.536421,0.284576,0
0.941663,0.911826,0
0.373743,0.251392,0
0.496585,0.087529,0
0.738246,0.155206,0
0.697605,0.148913,0
0.53872,0.112396,0
0.537486,0.142313,0
0.835842,0.396619,0
0.924935,0.781621,0
0.555603,0.02427,0
0.90179,0.902187,0
0.303542,0.54244,0
0.646092,0.2468,0
0.935227,0.464078,0
0.592022,0.090418,0
0.763443,0.097197,0
0.355228,0.579453,0
0.872642,0.624073,0
0.95545,0.482273,0
0.518382,0.068503,0
0.437576,0.357573,0
0.550438,0.021056,0
0.291044,0.507221,0
0.4173,0.295032,0
0.579181,0.015868,0
0.95322,0.673401,0
0.931588,0.820144,0
0.507834,0.088456,0
0.896304,0.836341,0
0.871439,0.470383,0
0.884644,0.801027,0
0.304576,0.568609,0
0.740841,0.20406,0
0.666274,0.159421,0
0.846773,0.372017,0
0.621907,0.077699,0
0.424885,0.274945,0
0.351395,0.493891,0
0.723402,0.073355,0
0.507546,0.311535,0
0.366597,0.509979,0
0.934688,0.937414,0
0.778233,0.226386,0
0.74308,0.258658,0
0.964221,0.942658,0
0.532203,0.246771,0
0.931537,0.860084,0
0.340368,0.586876,0
0.395024,0.485113,0
0.490614,0.11922,0
0.829225,0.138722,0
0.916782,0.542466,0
0.907292,0.919604,0
0.885185,0.585865,0
0.58288,0.154229,0
0.580549,0.180476,0
0.545068,0.019657,0
0.49281,0.145092,0
0.50245,0.207284,0
0.736195,0.064249,0
0.834109,0.149736,0
0.884602,0.429982,0
0.74521,0.096492,0
0.574591,0.147364,0
0.328879,0.394025,0
0.871299,0.413959,0
0.610174,0.035136,0
0.897789,0.484182,0
0.981679,0.849103,0
0.359803,0.427177,0
0.70688,0.252382,0
0.469532,0.301132,0
0.911689,0.90347,0
0.608741,0.012498,0
0.803018,0.327072,0
0.35599,0.262302,0
0.491146,0.25573,0
0.382675,0.391212,0
0.867425,0.470454,0
0.726669,0.149045,0
0.906268,0.640617,0
0.89284,0.546937,0
0.855442,0.250646,0
0.750701,0.064667,0
0.879721,0.294606,0
0.698409,0.034247,0
0.769801,0.111441,0
0.870649,0.454835,0
0.457007,0.342577,0
0.461844,0.150878,0
0.72144,0.024342,0
0.933676,0.491083,0
0.553833,0.047342,0
0.784197,0.303787,0
0.973607,0.65641,0
0.754304,0.159482,0
0.752168,0.177232,0
0.552479,0.264541,0
0.993835,0.653069,0
0.879101,0.521343,0
0.960514,0.94107,0
0.562869,0.205331,0
0.910305,0.729904,0
0.810346,0.255618,0
0.409261,0.183318,0
0.668767,0.076977,0
0.406236,0.307727,0
0.950907,0.699745,0
0.358695,0.560679,0
0.630229,0.014925,0
0.390451,0.51511,0
0.633876,0.220895,0
0.640211,0.156507,0
0.863201,0.373441,0
0.399592,0.223141,0
0.751258,0.235337,0
0.70261,0.218628,0
0.40404,0.457745,0
0.569561,0.253674,0
0.611436,0.212603,0
0.898114,0.501873,0
0.861534,0.478319,0
0.44404,0.372423,0
0.553755,0.015393,0
0.318919,0.504117,0
0.39434,0.356868,0
0.903071,0.558371,0
0.454012,0.342628,0
0.929763,0.776249,0
0.695557,0.044639,0
0.780273,0.174195,0
0.898206,0.8909,0
0.878303,0.310342,0
0.890763,0.332628,0
0.991955,0.709809,0
0.621025,0.217137,0
0.925265,0.476926,0
0.404662,0.47425,0
0.474768,0.229355,0
0.722435,0.140214,0
0.918682,0.579171,0
0.369724,0.560285,0
0.924774,0.642262,0
0.410736,0.230808,0
0.882739,0.491137,0
0.89163,0.353336,0
0.93627,0.341821,0
0.509316,0.101236,0
0.749504,0.249545,0
0.405151,0.497973,0
0.934449,0.481111,0
0.954197,0.920035,0
0.667839,0.130311,0
0.34151,0.547365,0
0.992787,0.898338,0
0.83952,0.199159,0
0.759808,0.096793,0
0.472785,0.295523,0
0.902751,0.343486,0
0.390634,0.269708,0
0.443789,0.382697,0
0.906042,0.543078,0
0.845895,0.18927,0
0.445112,0.387585,0
0.397874,0.162979,0
0.94596,0.485568,0
0.865265,0.425901,0
0.983908,0.901799,0
0.328983,0.468595,0
0.381526,0.514599,0
0.539693,0.034985,0
0.86578,0.33822,0
0.572905,0.177051,0
0.668143,0.218713,0
0.858001,0.506235,0
0.962982,0.741375,0
0.357976,0.537837,0
0.428392,0.433094,0
0.885044,0.316288,0
0.809913,0.327321,0
0.765657,0.26167,0
0.503407,0.194343,0
0.956863,0.592067,0
0.899139,0.640146,0
0.546919,0.11764,0
0.326894,0.440317,0
0.57371,0.24433,0
0.87902,0.607085,0
0.876556,0.751331,0
0.793955,0.227645,0
0.724306,0.27602,0
0.875689,0.586419,0
0.354428,0.464159,0
0.868701,0.628137,0
0.477821,0.077944,0
0.679196,0.041632,0
0.346368,0.530923,0
0.969326,0.641512,0
0.956283,0.948464,0
0.97125,0.581841,0
0.38209,0.588937,0
0.492094,0.272139,0
0.607314,0.137641,0
0.824755,0.372399,0
0.921127,0.852137,0
0.721288,0.244203,0
0.465978,0.25903,0
0.851579,0.317055,0
0.417535,0.422871,0
0.302065,0.392478,0
0.682499,0.182926,0
0.850983,0.193167,0
0.834331,0.349449,0
0.521451,0.227633,0
0.811012,0.354417,0
0.940219,0.365463,0
0.907431,0.856202,0
0.419063,0.344687,0
0.922717,0.536644,0
0.383923,0.420135,0
0.394397,0.452582,0
0.913191,0.762524,0
0.372773,0.630243,0
0.700473,0.10679,0
0.70307,0.187045,0
0.931354,0.398591,0
0.498633,0.080385,0
0.898331,0.56076,0
0.595055,0.201133,0
0.955057,0.905964,0
0.294906,0.532944,0
0.888883,0.409286,0
0.85399,0.529275,0
0.968211,0.949614,0
0.344489,0.479575,0
0.557955,0.251527,0
0.732437,0.251004,0
0.315547,0.603693,0
0.92698,0.396799,0
0.353608,0.379752,0
0.815148,0.125772,0
0.863548,0.542238,0
0.62559,0.219693,0
0.681956,0.096839,0
0.320076,0.351146,0
0.890517,0.689681,0
0.993626,0.827406,0
0.555668,0.221321,0
0.744883,0.127603,0
0.884933,0.587266,0
0.517698,0.299327,0
0.409062,0.307583,0
0.572368,0.117877,0
0.539644,0.178245,0
0.926118,0.48872,0
0.66439,0.208432,0
0.823021,0.427914,0
0.873344,0.663192,0
0.336643,0.357911,0
0.316017,0.580057,0
0.7635,0.122408,0
0.863383,0.249474,0
0.490712,0.286049,0
0.390164,0.559009,0
0.269852,0.555165,0
0.290507,0.558569,0
0.384866,0.345812,0
0.337286,0.462865,0
0.92256,0.593111,0
0.904221,0.925857,0
0.402043,0.393244,0
0.318422,0.381079,0
0.842249,0.279664,0
0.981611,0.706546,0
0.707338,0.247347,0
0.84912,0.395728,0
0.758473,0.120038,0
0.911766,0.843706,0
0.776034,0.303811,0
0.473765,0.30706,0
0.379739,0.262677,0
0.949552,0.605444,0
0.801761,0.095244,0
0.928416,0.541427,0
0.531859,0.149964,0
0.887101,0.851517,0
0.70804,0.215275,0
0.553473,0.144702,0
0.923284,0.4129,0
0.849406,0.439711,0
0.585418,0.130983,0
0.778586,0.154123,0
0.460637,0.113383,0
0.414557,0.414071,0
0.585973,0.130589,0
0.498141,0.070013,0
0.477094,0.234494,0
0.981923,0.711933,0
0.90929,0.753731,0
0.503845,0.157469,0
0.90086,0.52488,0
0.785122,0.256244,0
0.955974,0.946649,0
0.913924,0.768198,0
0.542459,0.238708,0
0.792445,0.17991,0
0.890069,0.91104,0
0.853098,0.326114,0
0.467641,0.251792,0
0.978495,0.663704,0
0.847095,0.357246,0
0.89458,0.503615,0
0.391444,0.501081,0
0.53174,0.1518,0
0.826681,0.425161,0
0.782264,0.068279,0
0.834912,0.282676,0
0.287692,0.539962,0
0.827032,0.307257,0
0.964581,0.897125,0
0.914385,0.580413,0
0.571495,0.106041,0
0.539554,0.205862,0
0.393421,0.264163,0
0.660251,0.176273,0
0.360443,0.367601,0
0.909736,0.631446,0
0.893639,0.788315,0
0.450769,0.320623,0
0.63777,0.017022,0
0.392364,0.579263,0
0.399659,0.296952,0
0.759521,0.230536,0
0.277955,0.57118,0
0.509579,0.085185,0
0.815012,0.32227,0
0.351804,0.479999,0
0.381099,0.578891,0
0.926408,0.440144,0
0.352535,0.455539,0
0.685266,0.10816,0
0.916989,0.840847,0
0.909253,0.807062,0
0.339099,0.419047,0
0.77517,0.190172,0
0.950635,0.924115,0
0.510534,0.295893,0
0.984554,0.908054,0
0.615047,0.003023,0
0.937245,0.892632,0
0.467965,0.10626,0
0.501083,0.24837,0
0.781762,0.351388,0
0.760176,0.267102,0
0.275749,0.570137,0
0.397054,0.406378,0
0.394926,0.30679,0
0.431626,0.230459,0
0.734911,0.119421,0
0.735427,0.167336,0
0.378317,0.474074,0
0.573203,0.005634,0
0.361568,0.582869,0
0.895543,0.647452,0
0.972922,0.624174,0
0.732761,0.062427,0
0.874634,0.530765,0
0.944169,0.563876,0
0.528416,0.270927,0
0.852593,0.415436,0
0.348923,0.501065,0
0.609666,0.181616,0
0.594842,0.181993,0
0.554733,0.007235,0
0.902572,0.621626,0
0.350946,0.415376,0
0.444593,0.407154,0
0.386303,0.582041,0
0.859045,0.188806,0
0.607822,0.252618,0
0.940141,0.627657,0
0.88852,0.525858,0
0.418045,0.458129,0
0.494921,0.122926,0
0.580147,0.114854,0
0.889619,0.896274,0
0.849905,0.311032,0
0.599644,0.176992,0
0.96356,0.685368,0
0.670165,0.237103,0
0.917093,0.673708,0
0.945705,0.653105,0
0.392388,0.370832,0
0.427218,0.307371,0
0.89714,0.475726,0
0.496123,0.296993,0
0.759338,0.050299,0
0.812397,0.334214,0
0.954445,0.504753,0
0.359431,0.246866,0
0.384982,0.352354,0
0.567626,0.144397,0
0.818203,0.348573,0
0.359811,0.352907,0
0.330468,0.441957,0
0.484915,0.271867,0
0.563727,0.041449,0
0.541956,0.25731,0
0.325413,0.504232,0
0.892313,0.367919,0
0.904576,0.789299,0
0.27845,0.576127,0
0.596863,0.145683,0
0.323103,0.368488,0
0.905161,0.323499,0
0.805462,0.342487,0
0.936403,0.674465,0
0.908942,0.517446,0
0.521256,0.259829,0
0.68998,0.211394,0
0.616384,0.040292,0
0.779925,0.182673,0
0.819353,0.413595,0
0.900985,0.883732,0
0.423273,0.34766,0
0.934615,0.710084,0
0.349499,0.624677,0
0.471586,0.325721,0
0.964084,0.60361,0
0.87599,0.419192,0
0.846414,0.296194,0
0.761463,0.23827,0
0.392763,0.210689,0
0.85771,0.484926,0
0.873535,0.679057,0
0.674827,0.256485,0
0.688526,0.140434,0
0.827168,0.400493,0
0.6044,0.217445,0
0.426802,0.373642,0
0.887404,0.407983,0
0.751379,0.238278,0
0.796395,0.094315,0
0.591675,0.056338,0
0.904945,0.670988,0
0.690239,0.139041,0
0.788122,0.217905,0
0.731553,0.159046,0
0.291046,0.479446,0
0.891722,0.704258,0
0.732702,0.023643,0
0.398711,0.47881,0
0.849638,0.259974,0
0.477346,0.354251,0
0.870278,0.218609,0
0.394688,0.49686,0
0.979141,0.87024,0
0.6105,0.213422,0
0.324994,0.468666,0
0.853479,0.436362,0
0.480872,0.128929,0
0.5059,0.08415,0
0.961473,0.845189,0
0.310922,0.398978,0
0.932707,0.67361,0
0.853259,0.17943,0
0.68503,0.184571,0
0.846061,0.504746,0
0.977068,0.55926,0
0.862769,0.566463,0
0.956729,0.418817,0
0.424501,0.250352,0
0.463738,0.346367,0
0.340218,0.586468,0
0.496197,0.101182,0
0.946657,0.638194,0
0.675187,0.017868,0
0.966556,0.905288,0
0.692076,0.088802,0
0.917285,0.912249,0
0.680054,0.474826,1
0.031617,0.182324,1
0.675397,0.649708,1
0.232145,0.696562,1
0.137465,0.470628,1
0.09832,0.254472,1
0.017708,0.14529,1
0.106073,0.401357,1
0.596337,0.448743,1
0.685973,0.396576,1
0.561475,0.642327,1
0.468891,0.710581,1
0.531875,0.885669,1
0.507272,0.664055,1
0.020621,0.061824,1
0.61356,0.480243,1
0.633768,0.51441,1
0.027132,0.465055,1
0.129641,0.523753,1
0.153094,0.520545,1
0.084436,0.065095,1
0.261277,0.853433,1
0.341568,0.82151,1
0.515563,0.928493,1
0.010182,0.197167,1
0.112486,0.491743,1
0.196218,0.69017,1
0.283728,0.839449,1
0.110605,0.314609,1
0.086712,0.146118,1
0.147316,0.65531,1
0.613392,0.690908,1
0.331729,0.855698,1
0.213711,0.64928,1
0.187109,0.573653,1
0.667796,0.431786,1
0.054268,0.275404,1
0.280814,0.733835,1
0.626701,0.721554,1
0.08212,0.430259,1
0.245179,0.668285,1
0.268327,0.751596,1
0.535563,0.641087,1
0.449936,0.923601,1
0.140178,0.488667,1
0.612059,0.473934,1
0.107872,0.767713,1
0.248665,0.946769,1
0.692248,0.515811,1
0.113477,0.211818,1
0.299299,0.722886,1
0.277397,0.757689,1
0.081202,0.200912,1
0.054296,0.263724,1
0.534408,0.752108,1
0.651219,0.597152,1
0.37851,0.882943,1
0.385227,0.772913,1
0.172484,0.597416,1
0.468678,0.959883,1
0.407911,0.823763,1
0.252935,0.696863,1
0.1231,0.152299,1
0.091559,0.412153,1
0.160213,0.500328,1
0.415949,0.814659,1
0.241487,0.942689,1
0.519155,0.867878,1
0.605736,0.484448,1
0.201532,0.755685,1
0.643053,0.375872,1
0.267708,0.96905,1
0.101451,0.617693,1
0.182488,0.630474,1
0.585825,0.659353,1
0.646743,0.722854,1
0.113524,0.206176,1
0.39685,0.780405,1
0.147843,0.562501,1
0.630503,0.569663,1
0.692327,0.592545,1
0.093826,0.11621,1
0.143681,0.762408,1
0.065489,0.245776,1
0.121361,0.229794,1
0.673529,0.5584,1
0.18947,0.638711,1
0.067978,0.517831,1
0.122172,0.141211,1
0.663473,0.381995,1
0.53964,0.605898,1
0.654495,0.577372,1
0.248219,0.719982,1
0.463489,0.8455,1
0.132371,0.423855,1
0.123297,0.117168,1
0.592986,0.795894,1
0.05964,0.446573,1
0.596993,0.652908,1
0.457697,0.919246,1
0.684051,0.468454,1
0.662754,0.459169,1
0.362735,0.858076,1
0.615259,0.808206,1
0.386174,0.792477,1
0.296193,0.842339,1
0.066487,0.654873,1
0.089453,0.130536,1
0.287595,0.943517,1
0.031884,0.395742,1
0.375598,0.8124,1
0.452383,0.733037,1
0.188339,0.64441,1
0.169789,0.665638,1
0.015136,0.255918,1
0.064276,0.219484,1
0.690864,0.551721,1
0.018469,0.209972,1
0.280648,0.8778,1
0.327152,0.73651,1
0.695049,0.608902,1
0.202174,0.713421,1
0.314682,0.840086,1
0.022611,0.322603,1
0.548217,0.618184,1
0.114605,0.186052,1
0.122926,0.238134,1
0.10446,0.113937,1
0.630616,0.702835,1
0.579049,0.848877,1
0.192723,0.885811,1
0.108409,0.458147,1
0.676663,0.446568,1
0.022874,0.385973,1
0.121928,0.639521,1
0.334435,0.819748,1
0.613778,0.787721,1
0.498943,0.855231,1
0.315522,0.815619,1
0.125088,0.335294,1
0.087009,0.558269,1
0.693188,0.519104,1
0.401961,0.998775,1
0.356107,0.808236,1
0.583646,0.766022,1
